Institute,Academic Program Name,Quota,Seat Type,Gender,Closing Rank,Year,PWD
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,1,113,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,7456,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,0,13664,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,1,3538,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,0,5609,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,1,901,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,0,1390,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,4289,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,0,8716,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,207,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,0,375,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,1,740,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,0,1890,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,1,1728,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,0,3637,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,1,88,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,0,234,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,1,881,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,0,2369,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,1,14,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,1,864,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,0,2077,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,2362,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,0,3863,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,127,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,1,353,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,0,1287,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,0,80,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,975,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,0,2788,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,69,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,1,906,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,0,1809,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,1,12,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,1,391,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,0,599,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,1,5,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,10344,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,0,17899,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,711,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,1,1523,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,EWS,0,2986,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,1,3919,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,0,6290,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,1,317,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,1,2039,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,0,3891,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,1,2130,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,0,3997,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,9853,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,0,16248,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,468,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,0,1340,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,1,1409,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,0,2878,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,3876,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,0,8727,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,202,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,1,2652,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,0,4237,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,1,794,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,0,1020,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,8143,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,0,12440,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,288,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,0,969,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,1,1250,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,0,2974,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,1,2986,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,0,5415,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,1,194,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,1,1853,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,0,3071,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,1,1373,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,0,3133,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,7207,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,0,13034,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,366,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,0,871,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,1,1048,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,0,2115,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,0,140,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,2649,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,0,5428,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,162,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,1,1862,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,0,3463,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,1,806,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,0,1075,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,15067,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,0,26259,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,313,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,1,2386,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,0,4823,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,1,212,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,1,6013,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,0,12817,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,1,247,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,1,3416,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,0,5568,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,1,3281,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,0,4049,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,15190,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,0,25483,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,729,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,0,1179,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,1,2307,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,0,5565,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,5852,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,0,13059,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,294,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,1,3453,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,0,4374,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,1,1475,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,0,2365,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,23934,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OPEN,0,33741,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,EWS,1,3932,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,EWS,0,6809,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,1,8958,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,0,11676,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,SC,1,5594,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,SC,0,7426,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",HS,ST,1,4091,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,25990,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OPEN,0,34412,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,1414,2022,1
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,EWS,1,3848,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,EWS,0,6065,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,9744,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,0,15866,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,SC,1,5732,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,SC,0,7727,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,ST,1,2182,2022,0
Motilal Nehru National Institute of Technology Allahabad,"Production and Industrial Engineering (4 Years, Bachelor of Technology)",OS,ST,0,3456,2022,0
National Institute of Technology Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,157765,2022,0
National Institute of Technology Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,0,132413,2022,0
National Institute of Technology Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,1,48677,2022,0
National Institute of Technology Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,SC,1,21495,2022,0
National Institute of Technology Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,SC,0,13004,2022,0
National Institute of Technology Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,ST,1,12375,2022,0
National Institute of Technology Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",HS,ST,0,8534,2022,0
National Institute of Technology Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,40983,2022,0
National Institute of Technology Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,0,45951,2022,0
National Institute of Technology Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,1,6356,2022,0
National Institute of Technology Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,12752,2022,0
National Institute of Technology Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,0,18096,2022,0
National Institute of Technology Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,SC,1,7648,2022,0
National Institute of Technology Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,SC,0,7039,2022,0
National Institute of Technology Agartala,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OS,ST,1,2746,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,152749,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,0,143402,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,1,43747,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,0,32257,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,1,20001,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,0,24454,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,1,17871,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,0,16816,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,36163,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,0,42127,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,1,6051,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,0,7393,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,12066,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,0,17457,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,734,2022,1
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,1,6928,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,0,5752,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,1,2673,2022,0
National Institute of Technology Agartala,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,0,2969,2022,0
National Institute of Technology Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,OPEN,1,149384,2022,0
National Institute of Technology Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,EWS,1,41059,2022,0
National Institute of Technology Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,SC,1,18910,2022,0
National Institute of Technology Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",HS,ST,1,15003,2022,0
National Institute of Technology Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,OPEN,1,43226,2022,0
National Institute of Technology Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,EWS,1,7257,2022,0
National Institute of Technology Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,OBC-NCL,1,13978,2022,0
National Institute of Technology Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,SC,1,8215,2022,0
National Institute of Technology Agartala,"Chemistry (5 Years, Bachelor of Science and Master of Science (Dual Degree))",OS,ST,1,3645,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,140672,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,0,115920,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,1,46855,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,0,27195,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,1,18793,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,0,16920,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,1,6582,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,0,8199,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,39075,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,0,46201,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,1,1780,2022,1
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,1,6192,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,0,7737,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,11534,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,0,18084,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,1,848,2022,1
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,1,6422,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,0,8487,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,1,2206,2022,0
National Institute of Technology Agartala,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,0,2015,2022,0
National Institute of Technology Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,OPEN,1,189562,2022,0
National Institute of Technology Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,EWS,1,46823,2022,0
National Institute of Technology Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,SC,1,23345,2022,0
National Institute of Technology Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",HS,ST,1,17654,2022,0
National Institute of Technology Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OPEN,1,26922,2022,0
National Institute of Technology Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,EWS,1,4091,2022,0
National Institute of Technology Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,OBC-NCL,1,9043,2022,0
National Institute of Technology Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,SC,1,6634,2022,0
National Institute of Technology Agartala,"Computational Mathematics (5 Years, Bachelor and Master of Technology (Dual Degree))",OS,ST,1,2538,2022,0
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,52664,2022,0
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,0,44313,2022,0
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,1,756,2022,1
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,1,16667,2022,0
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,0,14504,2022,0
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,1,6352,2022,0
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,0,7456,2022,0
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,1,6125,2022,0
National Institute of Technology Agartala,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,0,4923,2022,0
